,CID,sections
107,108,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Use and Manufacturing', '9 Safety and Hazards', '10 Literature', '11 Patents', '12 Interactions and Pathways', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
108,109,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Literature', '9 Patents', '10 Interactions and Pathways', '11 Biological Test Results', '12 Classification', '13 Information Sources']"
109,110,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Taxonomy', '11 Classification', '12 Information Sources']"
110,111,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Pharmacology and Biochemistry', '9 Safety and Hazards', '10 Associated Disorders and Diseases', '11 Literature', '12 Patents', '13 Interactions and Pathways', '14 Biological Test Results', '15 Taxonomy', '16 Classification', '17 Information Sources']"
111,112,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Patents', '6 Information Sources']"
112,113,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Classification', '6 Information Sources']"
113,114,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Literature', '9 Patents', '10 Classification', '11 Information Sources']"
114,115,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Related Records', '6 Information Sources']"
115,116,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Patents', '6 Taxonomy', '7 Classification', '8 Information Sources']"
116,117,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Classification', '11 Information Sources']"
117,118,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Biological Test Results', '11 Taxonomy', '12 Classification', '13 Information Sources']"
118,119,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Safety and Hazards', '12 Toxicity', '13 Associated Disorders and Diseases', '14 Literature', '15 Patents', '16 Interactions and Pathways', '17 Biological Test Results', '18 Taxonomy', '19 Classification', '20 Information Sources']"
119,120,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Literature', '7 Patents', '8 Classification', '9 Information Sources']"
120,121,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Taxonomy', '6 Classification', '7 Information Sources']"
121,122,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Literature', '6 Patents', '7 Interactions and Pathways', '8 Taxonomy', '9 Classification', '10 Information Sources']"
122,123,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Literature', '9 Patents', '10 Interactions and Pathways', '11 Taxonomy', '12 Classification', '13 Information Sources']"
123,124,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Literature', '7 Patents', '8 Taxonomy', '9 Classification', '10 Information Sources']"
124,125,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Food Additives and Ingredients', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Toxicity', '12 Associated Disorders and Diseases', '13 Literature', '14 Patents', '15 Interactions and Pathways', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
125,126,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Safety and Hazards', '12 Toxicity', '13 Associated Disorders and Diseases', '14 Literature', '15 Patents', '16 Interactions and Pathways', '17 Biological Test Results', '18 Taxonomy', '19 Classification', '20 Information Sources']"
126,127,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Toxicity', '12 Associated Disorders and Diseases', '13 Literature', '14 Patents', '15 Interactions and Pathways', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
127,128,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Taxonomy', '11 Classification', '12 Information Sources']"
128,129,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Food Additives and Ingredients', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Toxicity', '12 Literature', '13 Patents', '14 Interactions and Pathways', '15 Taxonomy', '16 Classification', '17 Information Sources']"
129,130,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Use and Manufacturing', '8 Literature', '9 Patents', '10 Interactions and Pathways', '11 Taxonomy', '12 Classification', '13 Information Sources']"
130,131,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Taxonomy', '11 Classification', '12 Information Sources']"
131,132,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Related Records', '6 Taxonomy', '7 Classification', '8 Information Sources']"
132,133,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Taxonomy', '11 Classification', '12 Information Sources']"
133,134,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Literature', '9 Patents', '10 Interactions and Pathways', '11 Biological Test Results', '12 Taxonomy', '13 Classification', '14 Information Sources']"
134,135,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Food Additives and Ingredients', '8 Agrochemical Information', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Identification', '12 Safety and Hazards', '13 Toxicity', '14 Associated Disorders and Diseases', '15 Literature', '16 Patents', '17 Interactions and Pathways', '18 Biological Test Results', '19 Taxonomy', '20 Classification', '21 Information Sources']"
135,136,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
136,137,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Toxicity', '12 Associated Disorders and Diseases', '13 Literature', '14 Patents', '15 Interactions and Pathways', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
137,138,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Use and Manufacturing', '9 Associated Disorders and Diseases', '10 Literature', '11 Patents', '12 Interactions and Pathways', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
138,139,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Taxonomy', '7 Classification', '8 Information Sources']"
139,140,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Taxonomy', '9 Classification', '10 Information Sources']"
140,141,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Classification', '6 Information Sources']"
141,142,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Patents', '9 Biological Test Results', '10 Information Sources']"
142,143,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
143,144,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Drug and Medication Information', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Safety and Hazards', '12 Toxicity', '13 Literature', '14 Patents', '15 Interactions and Pathways', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
144,145,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Patents', '6 Information Sources']"
145,146,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
146,147,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Information Sources']"
147,148,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Information Sources']"
148,149,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Literature', '9 Patents', '10 Biological Test Results', '11 Taxonomy', '12 Classification', '13 Information Sources']"
149,150,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Literature', '7 Patents', '8 Biological Test Results', '9 Taxonomy', '10 Classification', '11 Information Sources']"
150,151,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Taxonomy', '6 Classification', '7 Information Sources']"
151,152,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Biological Test Results', '7 Taxonomy', '8 Classification', '9 Information Sources']"
152,153,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Taxonomy', '7 Classification', '8 Information Sources']"
